10.0900678635,11.8551692963,0,0,0,0,1
13.2514486313,12.1186161041,0,0,0,0,1
17.0451030731,11.4863414764,0,0,0,0,1
20.9220924377,11.4986400604,0,0,0,0,1
26.4021377563,11.2461662292,0,0,0,0,1
32.6187362671,11.3456439972,0,0,0,0,1
38.6319351196,11.118730545,0,0,0,0,1
43.0567321777,12.0891814231,0,0,0,0,1
44.0778427124,7.48812055588,0,0,0,0,1
43.6240158081,3.97097015381,0,0,0,0,1
40.5606918335,4.19788360596,0,0,0,0,1
35.7955207825,4.08442735672,0,0,0,0,1
31.9379997253,4.42479705811,0,0,0,0,1
27.5131950378,4.08442735672,0,0,0,0,1
23.6556739807,4.08442735672,0,0,0,0,1
19.9116134644,4.08442735672,0,0,0,0,1
15.9406366348,4.08442735672,0,0,0,0,1
13.7849645615,4.08442735672,0,0,0,0,1
11.9696588516,4.08442735672,0,0,0,0,1
9.0409002304,6.0976238251,0,0,0,0,1
10.0409002304,10.0976238251,0,0,0,0,1
